matched wrong
4959	200
4963	1082
4967	156
4971	68
4975	180
4979	282
4982	217
4986	570
4989	85
4994	450
4997	691
5000	257
5004	2287
5008	346
5012	727
5016	779
5020	846
5023	165
5027	793
5031	1290
5034	1926
5038	236
5042	867
5046	741
5050	262
5054	1021
5058	1965
5063	648
5068	666
5072	546
5077	799
5080	134
5085	647
5089	269
5094	1001
5098	244
5103	482
5106	117
5111	983
5115	566
5118	405
5122	289
5125	702
5129	215
5133	1172
5136	998
5139	993
5142	2786
5145	683
5148	941
5151	538
5154	373
5158	980
5161	1068
5163	925
5167	808
5170	881
5173	997
5176	840
5178	313
5181	493
5184	162
5187	867
5189	740
5192	371
5195	483
5198	1117
5201	666
5203	167
5206	3680
5209	1362
5211	891
5214	1231
5217	1115
5220	1083
5223	4100
5226	1417
5229	626
5231	127
5235	1531
5238	686
5241	444
5245	936
5248	842
5251	431
5255	1214
5258	2866
5262	1474
5266	1007
5270	1477
5273	1667
5277	1019
5280	1213
5284	4017
5288	1184
5291	991
5294	1399
5297	405
5301	1276
5304	2506
5307	889
5310	1192
5314	2271
5317	2095
5320	1570
5324	664
5327	2427
5330	1351
5334	1658
5337	2257
5340	2515
5344	1807
5347	977
5350	1361
5353	550
5356	1675
5359	1429
5363	1459
5366	612
5369	6064
5373	1162
5376	1552
5379	1082
5382	919
5386	1886
5389	1416
5393	1957
5396	1043
5399	3102
5402	2576
5406	2985
5409	2158
5413	1128
5415	599
5419	749
5423	3475
5426	2943
5429	672
5432	673
5435	1713
5438	1075
5441	2646
5444	3088
5447	2898
5450	727
5453	1567
5456	1950
5458	1397
5461	1881
5463	2241
5466	2535
5469	1915
5472	2536
5474	1650
5477	1750
5479	3590
5483	3854
5485	1059
5487	1269
5490	3370
5493	3247
5496	4061
5498	1396
5502	2009
5504	1410
5507	1555
5510	4170
5514	2399
5517	1772
5521	4000
5525	2234
5529	5022
5533	3019
5537	2778
5541	2690
5544	1680
5548	1721
5551	1636
5554	2311
5557	2801
5559	3191
5562	1972
5565	2518
5567	4100
5569	1650
5572	3772
5574	2966
5577	3833
5579	3741
5581	3620
5583	2545
5585	4403
5587	4549
5589	4721
5592	3836
5594	2779
5596	2683
5598	5549
5601	2964
5603	6245
5605	3216
5607	3014
5609	2911
5611	2922
5612	2804
5614	3747
5615	2590
5617	3107
5618	5042
5620	6743
5621	5400
5622	2819
5624	5305
5626	3988
5628	6417
5629	5303
5631	7676
5633	6465
5635	4703
5637	4177
5640	5831
5643	4598
5645	6582
5647	5391
5649	6572
5651	7253
5654	8551
5656	8990
